Timestamp,SpeedRef,ENC1Speed,FC1Speed,FC2Speed,ENC1Position,FC1Position,FC2Position,FC3Position,FC1Torque,FC2Torque,FC3Torque,AntiBacklashEnabled,Offset,BaseTorque,GainTorque,LoadTorque,MaxTorque,SlaveDroop,MasterDroop,SlaveDelay,DegreeOffset,DegreeGain,Running,TestIndex,AntiBacklashMode
2025-08-07 13:47:45.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 13:47:45.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 13:47:45.187,0,0,0,0,0,0,6.91603e-310,-2.34102e-315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 13:47:45.357,0,0,0,0,0,0,6.91603e-310,-2.34102e-315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 13:47:45.567,0,0,0,0,117698,0,6.91603e-310,-2.34102e-315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 13:47:46.267,0,0,0,0,117698,0,6.91603e-310,-2.34102e-315,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:00.087,0,0,0,0,117698,0,6.91603e-310,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:00.747,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:11.248,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:11.258,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.068,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.078,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.318,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.328,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.388,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.398,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.418,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.428,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.438,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.448,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.458,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.528,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.548,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.698,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.718,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.758,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:12.768,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.088,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.098,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.278,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.288,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.348,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.358,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.478,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.488,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.628,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.638,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.768,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.788,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.798,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.808,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.868,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.888,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.948,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:13.958,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.118,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.138,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.148,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.158,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.278,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.288,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.308,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.328,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.338,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.388,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.398,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.538,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.558,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.568,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.588,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.598,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.608,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.628,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.638,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.698,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.708,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.718,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.728,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.748,0,0,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 13:48:14.808,0,0.10472,0,0,117698,0,1,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
